ID,X,Y,NAME,POINT_NM,MATERIAL,DPWT,TIDE_TIME,ADR_KNM,FISH,CATEGORY
92,126.7284722,34.1843611108774,청산도·대모도,대모도 마도말 앞바다,펄,31~35,4물~사리,전라남도 완도군,"감성돔,농어,노래미,우럭,볼락,참돔",0
93,126.8381389,34.2058888908776,청산도·대모도,장도 부근,"조개껍질, 펄",19~20,4물~사리,전라남도 완도군,"감성돔,농어,돌돔,볼락,우럭,참돔",0
94,126.9550833,34.1842500008773,청산도·대모도,항도 서측 바다,"펄, 모래",24~27,4물~사리,전라남도 완도군,"감성돔,농어,돌돔,볼락,우럭,참돔",0
95,126.7651667,34.1492777808769,청산도·대모도,불근도 부근,펄,24~30,4물~사리,전라남도 완도군,"감성돔,농어,노래미,우럭,볼락,참돔",0
96,127.0956111,34.4596388908806,거금도,연흥도 부근,펄,5~8,날물,전라남도 고흥군,"감성돔,농어,도다리,돌돔,붕장어,숭어,우럭",0
97,127.2398611,34.5020277808811,거금도,감등서 부근,펄,18~23,초들물,전라남도 고흥군,"감성돔,농어,도다리,돌돔,붕장어,숭어,우럭",0
98,127.2193611,34.4258888908803,거금도,소독도 부근,펄,13~16,초들물,전라남도 고흥군,"감성돔,농어,도다리,돌돔,붕장어,숭어,우럭",0
99,127.1208611,34.4253055608802,거금도,형제도 부근,펄,7~11,날물,전라남도 고흥군,"감성돔,농어,도다리,돌돔,붕장어,숭어,우럭",0
100,127.3091944,34.072166670876,여서도·거문도,거문도 반여 부근,"침니, 모래",35~50,"들물, 날물 전·후",전라남도 완도군,"감성돔,돌돔,농어,벵에돔,볼락,참돔",0
101,127.3411389,34.0304166708754,여서도·거문도,거문도 오지여 앞바다,"자갈, 조개껍질",31~48,"들물, 날물 전·후",전라남도 완도군,"감성돔,돌돔,농어,벵에돔,볼락,참돔",0
102,127.3186944,34.0013055608752,여서도·거문도,거문도 배치바위 앞바다,"펄, 모래, 자갈",65~70,"들물, 날물 전·후",전라남도 완도군,"감성돔,돌돔,농어,벵에돔,볼락,참돔",0
103,127.2790556,34.0185277808754,여서도·거문도,만수용단 앞바다,펄,58~63,"들물, 날물 전·후",전라남도 완도군,"감성돔,돌돔,농어,벵에돔,볼락,참돔",0
104,127.5345278,34.5276388908814,나로도,보돌서 부근,펄,11~15,간조~초들물,전라남도 고흥군,"감성돔,농어,도다리,볼락,숭어,학공치",0
105,127.5189167,34.4920555608811,나로도,내나로도 등대 앞바다,펄,7~10,초들물~만조,전라남도 고흥군,"감성돔,농어,도다리,볼락,숭어,학공치",0
106,127.492,34.40475000088,나로도,외나로도 노랑바위 앞바다,펄,24~28,간조~초들물,전라남도 고흥군,"감성돔,농어,도다리,볼락,숭어,학공치",0
107,127.4345278,34.4928611108811,나로도,숨은여 부근,모래,5~7,초들물~만조,전라남도 고흥군,"감성돔,농어,도다리,볼락,숭어,학공치",0
108,127.6919167,34.5498888908817,금오도·안도,용두 앞바다,펄,30~45,조금 전·후,전라남도 여수시,"감성돔,돌돔,벵에돔,볼락,우럭,참돔,학공치",0
109,127.77125,34.5519444408817,금오도·안도,문서 부근,"펄, 모래",25~30,조금 전·후,전라남도 여수시,"감성돔,돌돔,벵에돔,볼락,우럭,참돔,학공치",0
110,127.80325,34.5270555608814,금오도·안도,배다서 부근,펄,27~32,조금 전·후,전라남도 여수시,"감성돔,돌돔,벵에돔,볼락,우럭,참돔,학공치",0
111,127.7662778,34.4750000008808,금오도·안도,구몽암 부근,펄,30~35,조금 전·후,전라남도 여수시,"감성돔,돌돔,벵에돔,볼락,우럭,참돔,학공치",0
112,128.1632778,34.839444440885,사량도,농개도 부근,"펄, 모래",24~29,조금 전·후,경상남도 통영시,"감성돔,농어,벵에돔,우럭,볼락,참돔",0
113,128.1732778,34.8244166708849,사량도,죽도 부근,"펄, 모래",25~29,조금 전·후,경상남도 통영시,"감성돔,농어,벵에돔,우럭,볼락,참돔",0
114,128.2603889,34.8063333308847,사량도,화도 부근,펄,15~18,조금 전·후,경상남도 통영시,"감성돔,농어,벵에돔,우럭,볼락,참돔",0
115,128.2218611,34.7704444408842,사량도,남무도 부근,"펄, 모래, 조개껍질",27~30,조금 전·후,경상남도 통영시,"감성돔,농어,벵에돔,우럭,볼락,참돔",0
116,128.25275,34.658833330883,욕지도,모도 부근,"펄, 모래, 조개껍질",37~46,5 물~11물,경상남도 통영시,"감성돔,농어,무늬오징어,볼락,벵에돔,참돔",0
117,128.2987222,34.6270277808825,욕지도,초도 부근,"펄, 조개껍질",18~20,5 물~11물,경상남도 통영시,"감성돔,농어,무늬오징어,볼락,벵에돔,참돔",0
118,128.2756667,34.6123333308824,욕지도,가동서 부근,펄,27~31,5 물~11물,경상남도 통영시,"감성돔,농어,무늬오징어,볼락,벵에돔,참돔",0
119,128.2594167,34.6101388908824,욕지도,흑초 부근,펄,36~40,5 물~11물,경상남도 통영시,"감성돔,농어,무늬오징어,볼락,벵에돔,참돔",0
120,128.3169278,34.839722220885,미륵도,태도 부근,펄,12~17,조금 전·후,경상남도 통영시,"감성돔,농어,벵에돔,우럭,볼락,참돔",0
121,128.3630833,34.7873611108845,미륵도,곤리도 부근,펄,14~16,조금 전·후,경상남도 통영시,"감성돔,농어,벵에돔,우럭,볼락,참돔",0
122,128.3654722,34.7657222208842,미륵도,가마도 부근,펄,40~48,조금 전·후,경상남도 통영시,"감성돔,농어,벵에돔,우럭,볼락,참돔",0
123,128.4196944,34.7582500008841,미륵도,학림도 부근,펄,23~30,조금 전·후,경상남도 통영시,"감성돔,농어,벵에돔,우럭,볼락,참돔",0
124,128.4555278,34.7208888908836,비진도·매물도,비진도 춘복도 부근,"펄, 모래",13~17,조금 전·후,경상남도 통영시,"감성돔,농어,노래미,우럭,볼락,참돔",0
125,128.4551389,34.7002777808834,비진도·매물도,비진도 소장서(노루여) 부근,펄,39~52,조금 전·후,경상남도 통영시,"감성돔,농어,돌돔,볼락,우럭,참돔",0
126,128.5451111,34.6454166708828,비진도·매물도,대매물도 가익도 부근,"펄, 모래, 조개껍질",43~47,조금 전·후,경상남도 통영시,"감성돔,돌돔,볼락,우럭,벵에돔,참돔",0
127,128.5969444,34.6127777808823,비진도·매물도,소매물도 등가도 부근,"펄, 모래",38~42,조금 전·후,경상남도 통영시,"감성돔,돌돔,볼락,우럭,벵에돔,참돔",0
128,128.4962778,34.9486388908862,거제도 북서부,만금여 부근,펄,16~19,조금 전·후,경상남도 거제시,"감성돔,고등어,돌돔,보리멸,살오징어,볼락,참돔",0
129,128.4820278,34.927361110886,거제도 북서부,수도 부근,펄,15~17,조금 전·후,경상남도 거제시,"감성돔,고등어,돌돔,보리멸,살오징어,볼락,참돔",0
130,128.4835278,34.9059444408858,거제도 북서부,지도 부근,펄,15~18,조금 전·후,경상남도 거제시,"감성돔,고등어,돌돔,보리멸,살오징어,볼락,참돔",0
131,128.4655556,34.8193055608848,거제도 북서부,화도 부근,펄,16~18,조금 전·후,경상남도 거제시,"감성돔,고등어,돌돔,보리멸,살오징어,볼락,참돔",0
132,128.724583300001,35.0412500008872,거제도 북동부,망와도 부근,펄,32~46,조금 전·후,경상남도 거제시,"감성돔,농어,벵에돔,우럭,볼락,참돔",0
133,128.734472200001,34.9730833308864,거제도 북동부,이수도 부근,펄,13~18,조금 전·후,경상남도 거제시,"감성돔,농어,벵에돔,우럭,볼락,참돔",0
134,128.762944400001,34.9054444408856,거제도 북동부,양지암취 앞바다,펄,23~27,조금 전·후,경상남도 거제시,"감성돔,농어,벵에돔,우럭,볼락,참돔",0
135,128.750805600001,34.8328888908848,거제도 북동부,지세포항 앞바다,찰흙,13~18,조금 전·후,경상남도 거제시,"감성돔,농어,벵에돔,우럭,볼락,참돔",0
136,128.5443056,34.6923055608833,거제도 남부,대덕도 부근,"펄, 모래",55~60,조금 전·후,경상남도 거제시,"감성돔,돌돔,벵에돔,우럭,볼락,참돔",0
137,128.6180278,34.6981111108833,거제도 남부,소병태도 부근,조개껍질,47~52,조금 전·후,경상남도 거제시,"감성돔,돌돔,벵에돔,우럭,볼락,참돔",0
138,128.6891111,34.7270555608837,거제도 남부,갈곶도 부근,"자갈, 조개껍질",38~55,조금 전·후,경상남도 거제시,"감성돔,돌돔,벵에돔,우럭,볼락,참돔",0
139,128.712,34.7751944408841,거제도 남부,외조라도 부근,"자갈, 조개껍질",33~40,조금 전·후,경상남도 거제시,"감성돔,돌돔,벵에돔,우럭,볼락,참돔",0
140,125.680388899996,37.6285833309104,연평도,구지둔턱,암,5.3~15.9,12물~4물,인천광역시 옹진군,"광어,우럭,숭어,간재미,농어,노래미",0
141,126.3785833,37.696000000913,석모도,외포리선착장 입표 부근 해상,"펄, 모래",10.0~20.0,초들물~중날물,인천광역시 강화군,"농어,숭어,우럭,망둥어",0
142,126.28225,37.7440277809134,석모도,서도부근 해상,암,2.9~7.5,초들물~중날물,인천광역시 강화군,"농어,숭어,우럭,망둥어",0
143,126.3233333,37.7121944409131,석모도,선모도 부근 해상,펄,-0.8~0.6,초들물~중날물,인천광역시 강화군,"농어,숭어,우럭,망둥어",0
144,126.3945833,37.5328333309117,시도,부도 부근 해상,"자갈, 모래",-3.0~1.7,초들물~중날물,인천광역시 옹진군,"숭어,노래미,붕장어,우럭,삼치,쭈꾸미",0
145,126.4778889,37.5116944409115,시도,노랑섬 서측 간출암 부근 해상,펄,-2.3~1.8,초들물~중날물,인천광역시 옹진군,"숭어,노래미,붕장어,우럭,삼치,쭈꾸미",0
146,126.3530833,37.458527780911,영종도·용유도,왕산해변 북서측 해상,"모래, 펄",6.0~9.9,조금 전후,인천광역시 중구,"숭어,우럭,노래미,삼치,붕장어",0
147,126.3547778,37.4759166709112,영종도·용유도,영종도 북측수문 북서측 해상,"모래, 펄",20.2~26,조금 전후,인천광역시 중구,"숭어,우럭,노래미,삼치,붕장어",0
148,126.4473611,37.3693888909103,무의도,소무의도 동측 해상,"펄, 모래",0.8~2.1,중들물~중날물,인천광역시 중구,"숭어,노래미,붕장어,우럭,삼치,쭈꾸미",0
149,126.4404167,37.3631944409102,무의도,해녀도 부근 해상,"펄, 모래",2.3~3.6,중들물~중날물,인천광역시 중구,"숭어,노래미,붕장어,우럭,삼치,쭈꾸미",0
150,126.3893611,37.3955277809105,무의도,실미도 남서측 해상,"펄, 모래",-1.0~1.0,중들물~중날물,인천광역시 중구,"숭어,삼치,쭈꾸미,노래미,붕장어",0
151,126.32675,36.5027500009023,안면도 북부,방포항 방파제 앞 해상,"모래, 펄",0.6~1.2,초들물~중날물,충청남도 태안군,"우럭,노래미,학꽁치,광어,숭어,도다리",0
152,126.4161389,36.5218055609026,안면도 북부,죽도 부근 해상,"모래, 펄",6.7~9.5,초들물~중날물,충청남도 태안군,"우럭,노래미,학꽁치,광어,숭어,도다리",0
153,126.3754722,36.5936666709032,안면도 북부,황도 연육교 부근 해상,"모래, 펄",-2.4~-1.4,초들물~중날물,충청남도 태안군,"우럭,노래미,학꽁치,광어,숭어,도다리",0
154,126.4536111,36.4134166709015,안면도 남부,목도 부근 해상,모래,10.4~12.8,중들물~중날물,인천광역시 옹진군,"우럭,노래미,학꽁치,광어,숭어,도다리",0
