X,Y,OBJECTID,YINFO_ID,NAME,POINT_NM,MATERIAL,DPWT,TIDE_TIME,TARGET,PHOTO1_PAT,ADR_KNM,FISH,CATEGORY
126.31425,35.8558055608959,G10213,F1016,말도·방축도,말도 단도 부근,"모래, 조개껍질",6.4~8,"들물, 썰물 전·후","▶감성돔 - 릴찌, 장대, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶넙치 - 루어, 원투 
▶도다리 - 원투 
▶우럭 - 릴찌, 원투",,전라북도 군산시,"감성돔,노래미,넙치,도다리,우럭",1
126.43825,35.8005833308954,G10233,F1017,선유도·무녀도·장자도·신시도,무녀도 구마을 백사장 부근,"모래, 펄",1.6~1.9,들물 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",,전라북도 군산시,"넙치,노래미,농어,붕장어,우럭",1
126.129916699999,35.6367500008934,G10240,F1018,왕등도·위도,하왕등도 코구렁,"펄, 모래, 조개껍질",6~10,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶넙치 - 루어, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",,전라북도 부안군,"감성돔,넙치,농어,붕장어,우럭,참돔",1
126.258055599999,35.5981944408931,G10249,F1018,왕등도·위도,위도 모여 부근,펄,8~12,중썰물~끝썰물,"▶넙치 - 루어, 원투 
▶노래미-루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶숭어 - 릴찌, 장대, 훌치기
▶우럭 - 릴찌, 원투",,전라북도 부안군,"넙치,노래미-루어,,농어,숭어,우럭",1
125.971166699999,34.799888890884,G10257,F1019,비금도·도초도,비금도 계남서 부근,펄,1.7~3,초들물~중들물,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌
▶돌돔 - 릴찌, 장대, 원투 
▶볼락 - 루어, 릴찌, 장대
▶붕장어 - 원투 
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",,전라남도 신안군,"감성돔,농어,돌돔,볼락,붕장어,우럭,참돔",1
127.7531389,34.5016388908812,G10416,F1027,금오도·안도,금오도 학동마을 이장바위,펄,2~2.3,"9물~13물, 날물 전·후","▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶농어 - 루어, 릴찌 
▶벵에돔 - 목줄, 장대, 부력, 잠수
▶볼락 - 루어, 릴찌, 장대 
▶학공치 - 릴찌, 장대",09_금오도 학동마을 이장바위.JPEG,전라남도 여수시,"감성돔,갑오징어,농어,벵에돔,볼락,학공치",1
127.82105559999998,34.4761666708809,G10425,F1027,금오도·안도,안도 벼락바위,바위,3.3~4,"9물~13물, 날물 전·후","▶감성돔 - 릴찌, 장대, 원투 
▶무늬오징어 - 릴찌, 에깅 
▶부시리 - 부력, 잠수, 지깅
▶벵에돔 - 목줄, 장대, 부력, 잠수 
▶볼락 - 루어, 릴찌, 장대 
▶참돔 - 부력, 잠수",,전라남도 여수시,"감성돔,무늬오징어,부시리,벵에돔,볼락,참돔",1
128.1828889,34.8272222208849,G10435,F1028,사량도,상사량도 한탄여 부근,"자갈, 조개껍질",7~9,7물~12물,"▶감성돔 - 릴찌, 장대, 원투 
▶볼락 - 루어, 릴찌, 장대
▶농어 - 루어, 릴찌 
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",,경상남도 통영시,"감성돔,볼락,농어,우럭,참돔",1
128.16780559999998,34.8427777808851,G10438,F1028,사량도,상사량도 옥바위 부근,"펄, 모래",6.5~8.1,13물~6물,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌
▶노래미 - 루어, 릴찌, 장대, 원투 
▶붕장어 - 원투",,경상남도 통영시,"감성돔,농어,노래미,붕장어",1
128.234,34.6525833308829,G10448,F1029,욕지도,대송끝 곶부리,"펄, 모래, 조개껍질",2.8~4,5물~11물,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌
▶무늬오징어 - 릴찌, 에깅 
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수 
▶참돔 - 부력, 잠수",,경상남도 통영시,"감성돔,농어,무늬오징어,볼락,벵에돔,참돔",1
128.2799722,34.6348055608827,G10453,F1029,욕지도,야포마을 갯바위,펄,1.1~1.5,5물~11물,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌
▶무늬오징어 - 릴찌, 에깅 
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수 
▶참돔 - 부력, 잠수",,경상남도 통영시,"감성돔,농어,무늬오징어,볼락,벵에돔,참돔",1
128.2726389,34.6214444408826,G10458,F1029,욕지도,낮은목 부근 갯바위,바위,6~7.7,5물~11물,"▶감성돔 - 릴찌, 장대, 원투 
▶고등어 - 장대, 릴찌, 루어
▶도다리 - 원투 
▶전갱이 - 루어, 릴찌, 장대
▶볼락 - 루어, 릴찌, 장대 
▶참돔 - 부력, 잠수",,경상남도 통영시,"감성돔,고등어,도다리,전갱이,볼락,참돔",1
128.2287222,34.6318333308827,G10463,F1029,욕지도,총바위 부근,펄,7.1~7.6,5물~11물,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌
▶무늬오징어 - 릴찌, 에깅 
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수 
▶참돔 - 부력, 잠수",,경상남도 통영시,"감성돔,농어,무늬오징어,볼락,벵에돔,참돔",1
128.335555600001,34.8182500008848,G10479,F1030,미륵도,풍화리 남서측 곶부리,펄,1.9~2.6,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌
▶노래미 - 루어, 릴찌, 장대, 원투 
▶우럭 - 릴찌, 원투
▶볼락 - 루어, 릴찌, 장대 
▶쥐치 - 카드, 훌치기",,경상남도 통영시,"감성돔,농어,노래미,우럭,볼락,쥐치",1
128.4523611,34.7045000008835,G10485,F1031,비진도·매물도,비진도 노루여 들머리 부근,펄,7.5~8.2,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌
▶무늬오징어 - 릴찌, 에깅 
▶볼락 - 루어, 릴찌, 장대
▶벵에돔 - 목줄, 장대, 부력, 잠수 
▶참돔 - 부력, 잠수",,경상남도 통영시,"감성돔,농어,무늬오징어,볼락,벵에돔,참돔",1
128.58541670000002,34.6401111108827,G10489,F1031,비진도·매물도,대매물도 동섬치,"펄, 모래",2.6~4.7,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌
▶돌돔 - 릴찌, 장대, 원투 
▶볼락 - 루어, 릴찌, 장대",,경상남도 통영시,"감성돔,농어,돌돔,볼락",1
128.5656944,34.6326944408826,G10491,F1031,비진도·매물도,대매물도 촛대바위 부근,펄,5.1~5.8,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶돌돔 - 릴찌, 장대, 원투
▶볼락 - 루어, 릴찌, 장대 
▶참돔 - 부력, 잠수",,경상남도 통영시,"감성돔,돌돔,볼락,참돔",1
128.54575,34.6288611108826,G10496,F1031,비진도·매물도,소매물도 마을 서측 갯바위,"펄, 조개껍질",2.6~3.5,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌
▶볼락 - 루어, 릴찌, 장대 
▶참돔 - 부력, 잠수",17_소매물도 마을 서측 갯바위.JPEG,경상남도 통영시,"감성돔,농어,볼락,참돔",1
128.720055600001,34.910555560885705,G10525,F1033,거제도 북동부,덕포 초소밑 갯바위,바위,1.5~2,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌
▶벵에돔 - 목줄, 장대, 부력, 잠수 
▶볼락 - 루어, 릴찌, 장대",,경상남도 거제시,"감성돔,농어,벵에돔,볼락",1
128.739277800001,34.8656388908851,G10529,F1033,거제도 북동부,장승포 나래바위,펄,2.4~3.1,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌
▶벵에돔 - 목줄, 장대, 부력, 잠수 
▶볼락 - 루어, 릴찌, 장대",,경상남도 거제시,"감성돔,농어,벵에돔,볼락",1
125.719472199997,37.6043888909105,G20003,F2001,연평도,얼굴바위 앞,암,1.5~2.4,12물~4물,"▶광어 - 릴찌, 원투
▶우럭 - 릴찌, 원투
▶숭어 - 릴찌, 장대, 홀치기
▶간재미 - 원투
▶농어 - 루어, 릴찌
▶노래미 - 루어, 릴찌, 장대, 원투",03_얼굴바위 앞.jpg,인천광역시 옹진군,"광어,우럭,숭어,간재미,농어,노래미",1
125.717666699997,37.6441111109108,G20008,F2001,연평도,모이도 갯바위,암,0.2~0.9,12물~4물,"▶광어 - 릴찌, 원투
▶우럭 - 릴찌, 원투
▶숭어 - 릴찌, 장대, 홀치기
▶간재미 - 원투
▶농어 - 루어, 릴찌
▶노래미 - 루어, 릴찌, 장대, 원투",08_모이도 갯바위.JPG,인천광역시 옹진군,"광어,우럭,숭어,간재미,농어,노래미",1
126.4401944,37.4983333309114,G20026,F2004,영종도·용유도,모래 채집장,펄,-1.3~2.0,"들물, 날물","▶숭어 - 릴찌, 장대, 홀치기
▶우럭 - 릴찌, 원투
▶광어 - 릴찌, 원투
▶노래미 - 루어, 릴찌, 장대, 원투
▶삼치 - 루어, 릴찌
▶붕장어 - 원투",04_모래 채집장.JPG,인천광역시 중구,"숭어,우럭,광어,노래미,삼치,붕장어",1
126.4146667,37.4203888909107,G20033,F2004,영종도·용유도,잠진도 연육교,바위,-0.5~-0.8,들물,"▶우럭 - 릴찌, 원투
▶광어 - 릴찌, 원투
▶숭어 - 릴찌, 장대, 홀치기
▶농어 - 루어, 릴찌
▶노래미 - 루어, 릴찌, 장대, 원투
▶삼치 - 루어, 릴찌",11_잠진도 연육교.JPG,인천광역시 중구,"우럭,광어,숭어,농어,노래미,삼치",1
126.331055599999,36.5015000009023,G20054,F2006,안면도 북부,할미할아비 바위,"모래, 펄",-3.5~-3.7,초들물~중날물,"▶우럭 - 릴찌, 원투
▶노래미 - 루어, 릴찌, 장대, 원투
▶학꽁치 - 릴찌, 장대
▶광어 - 릴찌, 원투
▶숭어 - 릴찌, 장대, 홀치기
▶도다리 - 원투",05_할미할아비 바위.JPG,충청남도 태안군,"우럭,노래미,학꽁치,광어,숭어,도다리",1
126.3323333,36.4380555609017,G20060,F2007,안면도 남 부,망재,"모래, 펄",0.4~0.9,중들물~중날물,"▶우럭 - 릴찌, 원투
▶노래미 - 루어, 릴찌, 장대, 원투
▶학꽁치 - 릴찌, 장대
▶광어 - 릴찌, 원투
▶숭어 - 릴찌, 장대, 홀치기
▶도다리 - 원투",02_망재.JPG,충청남도 태안군,"우럭,노래미,학꽁치,광어,숭어,도다리",1
126.362249999999,36.4155277809015,G20063,F2007,안면도 남 부,장삼포 해변 남측 갯바위,"모래, 펄",0.4~0.9,중들물~중날물,"▶우럭 - 릴찌, 원투
▶노래미 - 루어, 릴찌, 장대, 원투
▶학꽁치 - 릴찌, 장대
▶광어 - 릴찌, 원투
▶숭어 - 릴찌, 장대, 홀치기
▶도다리 - 원투",05_장삼포 해변 남측 갯바위.JPG,충청남도 태안군,"우럭,노래미,학꽁치,광어,숭어,도다리",1
126.43094440000002,36.3980555609013,G20073,F2007,안면도 남 부,소도 갯바위,모래,0.3~1.8,중들물~중날물,"▶숭어 - 릴찌, 장대, 홀치기
▶노래미 - 루어, 릴찌, 장대, 원투
▶삼치 - 루어, 릴찌
▶붕장어 - 원투
▶쭈꾸미 - 릴찌, 원투",15_소도 갯바위.JPG,충청남도 보령시,"숭어,노래미,삼치,붕장어,쭈꾸미",1
126.081472199999,36.6724083309037,G20077,F2008,가의도,동남측 첫번째 곶부리,암,2.2~5.0,상관없음,"▶우럭 - 릴찌, 원투
▶노래미 - 루어, 릴찌, 장대, 원투
▶고등어 - 루어, 릴찌, 장대
▶광어 - 릴찌, 원투
▶쭈꾸미 - 릴찌, 원투, 장대
▶학꽁치 - 릴찌, 장대",02_동남측 첫번째 곶부리.JPG,충청남도 태안군,"우럭,노래미,고등어,광어,쭈꾸미,학꽁치",1
126.5477778,36.0343611108979,G20093,F2009,개야도,작은철탑부근 묘지 아래 갯바위,"모래, 펄",1.4~2.0,초들물~중날물,"▶망농어 - 루어, 릴찌
▶부세 - 릴찌, 원투
▶감성돔 - 릴찌, 장대, 원투
▶백조기 - 릴찌, 원투",03_작은철탑부근 묘지 아래 갯바위.JPG,전라북도 군산시,"망농어,부세,감성돔,백조기",1
126.5254167,36.0393888908979,G20100,F2009,개야도,치섬 북측 갯바위,"모래, 펄",1.2~2.0,초들물~중날물,"▶농어 - 루어, 릴찌
▶부세 - 릴찌, 원투
▶감성돔 - 릴찌, 장대, 원투
▶백조기 - 릴찌, 원투",10_치섬 북측 갯바위.JPG,전라북도 군산시,"농어,부세,감성돔,백조기",1
126.540694399999,36.0383333308979,G20104,F2009,개야도,작은 철탑 북측 갯바위,암,0~0.4,초들물~중날물,"▶농어 - 루어, 릴찌
▶부세 - 릴찌, 원투
▶감성돔 - 릴찌, 장대, 원투
▶백조기 - 릴찌, 원투",14_작은 철탑 북측 갯바위.JPG,전라북도 군산시,"농어,부세,감성돔,백조기",1
126.5396111,36.0450555608979,G20107,F2009,개야도,장구섬 서측 갯바위,암,0~1.0,초들물~중날물,"▶농어 - 루어, 릴찌
▶부세 - 릴찌, 원투
▶감성돔 - 릴찌, 장대, 원투
▶백조기 - 릴찌, 원투",17_장구섬 서측 갯바위.JPG,전라북도 군산시,"농어,부세,감성돔,백조기",1
126.007027799999,35.360416670890295,G20125,F2010,안마도·석만도,장재여 부근 갯바위,암,13.9~14.0,들물/날물,"▶붕장어 - 원투
▶우럭 - 릴찌, 원투
▶민어 - 루어, 지깅, 원투
▶광어 - 릴찌, 원투
▶농어 - 루어, 릴찌
▶노래미 - 루어, 릴찌, 장대, 원투",17_장재여 부근 갯바위.JPG,전라남도 영광군,"붕장어,우럭,민어,광어,농어,노래미",1
126.15291670000002,35.2832500008897,G20130,F2011,송이도,검은바위 갯바위,암,1.4~1.5,들물/날물,"▶감성돔 - 릴찌, 장대, 원투
▶민어 - 루어, 지깅, 원투
▶숭어 - 릴찌, 장대, 홀치기
▶농어 - 루어, 릴찌
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",02_검은바위 갯바위.JPG,전라남도 영광군,"감성돔,민어,숭어,농어,붕장어,우럭",1
126.62841670000002,34.1458611108769,G10310,F1021,노화도·보길도·소안도,소안도 돈암각 부근 갯바위,펄,5.5~6.1,사리 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌
▶노래미 - 장대, 루어, 릴찌, 원투 
▶우럭 - 릴찌, 원투
▶볼락 - 루어, 릴찌, 장대 
▶학공치 - 릴찌, 장대",,전라남도 완도군,"감성돔,농어,노래미,우럭,볼락,학공치",1
126.787,34.3457500008793,G10313,F1022,신지도,송곡리 호안로 갯바위,"펄, 모래",1.5~2.1,사리 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶넙치 - 루어, 원투
▶농어 - 루어, 릴찌 
▶숭어 - 릴찌, 장대, 훌치기
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",02_송곡리 호안로 갯바위.JPEG,전라남도 완도군,"감성돔,넙치,농어,숭어,우럭,참돔",1
126.8988611,34.3418888908792,G10321,F1022,신지도,덕구미 부근,"펄, 조개껍질",8.5~9,사리 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌 
▶숭어 - 릴찌, 장대, 훌치기 
▶볼락 - 루어, 릴찌, 장대 
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",,전라남도 완도군,"감성돔,농어,숭어,볼락,우럭,참돔",1
126.8658056,34.3146111108789,G10327,F1022,신지도,가인항 양식장 부근 갯바위,펄,4.6~5,사리 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅 
▶볼락 - 루어, 릴찌, 장대 
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수 
▶학공치 - 릴찌, 장대",,전라남도 완도군,"감성돔,갑오징어,볼락,우럭,참돔,학공치",1
126.8391667,34.3089722208789,G10330,F1022,신지도,월양항 부근 제방,"펄, 조개껍질",1.8~2.5,사리 전·후,"▶농어 - 루어, 릴찌 
▶볼락 - 루어, 릴찌, 장대 
▶숭어 - 릴찌, 장대, 훌치기 
▶우럭 - 릴찌, 원투 
▶전갱이 - 루어, 릴찌, 장대 
▶학공치 - 릴찌, 장대",,전라남도 완도군,"농어,볼락,숭어,우럭,전갱이,학공치",1
126.91975,34.1860833308774,G10346,F1023,청산도·대모도,청산도 항도 제방 부근 갯바위,자갈,8.5~8.7,4물~사리,"▶감성돔 - 릴찌, 장대, 원투 
▶넙치 - 루어, 원투
▶농어 - 루어, 릴찌 
▶도다리 - 원투 
▶우럭 - 릴찌, 원투
▶볼락 - 루어, 릴찌, 장대 
▶참돔 - 부력, 잠수",13_청산도 항도 제방 부근 갯바위.JPEG,전라남도 완도군,"감성돔,넙치,농어,도다리,우럭,볼락,참돔",1
126.9083611,34.1510000008769,G10350,F1023,청산도·대모도,청산도 노랑바위,펄,8.2~10.3,4물~사리,"▶감성돔 - 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌 
▶돌돔 - 릴찌, 장대, 원투 
▶볼락 - 루어, 릴찌, 장대 
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",,전라남도 완도군,"감성돔,농어,돌돔,볼락,우럭,참돔",1
127.1021389,34.4416111108804,G10367,F1024,거금도,우두마을 곶부리,펄,2~3.5,초들물,"▶감성돔 - 릴찌, 장대, 원투 
▶넙치 - 루어, 원투
▶도다리 - 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶붕장어 - 원투 
▶양태 - 릴찌 
▶우럭 - 릴찌, 원투",,전라남도 고흥군,"감성돔,넙치,도다리,노래미,붕장어,양태,우럭",1
126.96191670000002,34.3086111108788,G20451,F2030,금일도·생일도,금곡 해수욕장 북측 갯바위,"모래, 조개껍질",3.0~3.9,초들물~중날물,"▶감성돔 - 릴찌, 장대, 원투 
▶숭어 - 릴찌, 장대, 훌치기 
▶우럭 - 릴찌, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶학꽁치 - 릴찌, 장대 
▶볼락 - 루어, 릴찌, 장대 
▶붕",21_금곡 해수욕장 북측 갯바위.JPG,전라남도 완도군,"감성돔,숭어,우럭,노래미,농어,학꽁치,볼락",1
127.01408329999998,34.3195000008789,G20455,F2030,금일도·생일도,생일도 목섬,암,0.1~1.2,초들물~중날물,"▶감성돔 - 릴찌, 장대, 원투 
▶숭어 - 릴찌, 장대, 훌치기 
▶우럭 - 릴찌, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶학꽁치 - 릴찌, 장대 
▶볼락 - 루어, 릴찌, 장대 
▶붕",25_생일도 옥섬.JPG,전라남도 완도군,"감성돔,숭어,우럭,노래미,농어,학꽁치,볼락",1
127.22225,34.2108333308776,G20466,F2031,초도,외항도,펄,9.2~10.0,초들물~중날물,"▶참돔 - 부력, 잠수
▶뱅어돔 - 목줄, 장대, 부력, 잠수
▶볼락 - 릴찌, 장대, 루어
▶감성돔 - 릴찌, 장대, 원투
▶돌돔 - 민장대, 릴찌, 원투
▶농어 - 루어, 릴찌",10_외항도.JPG,전라남도 여수시,"참돔,뱅어돔,볼락,감성돔,돌돔,농어",1
