X,Y,OBJECTID,YINFO_ID,NAME,POINT_NM,MATERIAL,DPWT,TIDE_TIME,TARGET,PHOTO1_PAT,ADR_KNM,FISH,CATEGORY,ID
126.073222199999,37.2783888909091,S10011,F1004,덕적도·소야도,선미도 부근,모래,10~15,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶우럭 - 루어, 릴찌",01_선미도 부근.JPG,인천광역시 옹진군,"넙치,노래미,농어,붕장어,우럭",0,11
126.086888899999,37.259305560909,S10012,F1004,덕적도·소야도,단탄 부근,모래,12~17,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶우럭 - 루어, 릴찌",,인천광역시 옹진군,"넙치,노래미,농어,붕장어,우럭",0,12
126.080888899999,37.21611111090860,S10013,F1004,덕적도·소야도,용담갑 앞바다,가는모래,30~35,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶우럭 - 루어, 릴찌",,인천광역시 옹진군,"넙치,노래미,농어,붕장어,우럭",0,13
126.099888899999,37.205638890908500,S10014,F1004,덕적도·소야도,감증탄 부근,바위,6~10,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투 
▶우럭 - 루어, 릴찌",,인천광역시 옹진군,"넙치,노래미,농어,붕장어,우럭",0,14
126.210611099999,37.1945277809086,S10015,F1005,이작도·승봉도,벌도와 동백도 사이,가는 모래,20~27,,"▶노래미 - 루어, 릴찌, 장대, 원투 
▶숭어 - 릴찌, 장대, 훌치기
▶농어 - 루어, 릴찌 
▶넙치 - 루어, 원투 
▶우럭 - 릴찌, 원투",,인천광역시 옹진군,"노래미,숭어,농어,넙치,우럭",0,15
126.220083299999,37.1988055609087,S10016,F1005,이작도·승봉도,동백도 동측 앞바다,가는 모래,47~50,,"▶노래미 - 루어, 릴찌, 장대, 원투 
▶숭어 - 릴찌, 장대, 훌치기
▶농어 - 루어, 릴찌 
▶넙치 - 루어, 원투 
▶우럭 - 릴찌, 원투",,인천광역시 옹진군,"노래미,숭어,농어,넙치,우럭",0,16
126.2604167,37.18550000090860,S10017,F1005,이작도·승봉도,오형제바위 앞바다,펄,13~22,,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶숭어 - 릴찌, 장대, 훌치기 
▶우럭 - 릴찌, 원투",,인천광역시 옹진군,"넙치,노래미,농어,숭어,우럭",0,17
126.2879444,37.1613888909084,S10018,F1005,이작도·승봉도,송곳부리 앞바다,"모래, 펄, 조개껍질",8.4~10,,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶숭어 - 릴찌, 장대, 훌치기 
▶우럭 - 릴찌, 원투",,인천광역시 옹진군,"넙치,노래미,농어,숭어,우럭",0,18
126.2559722,37.1651944409084,S10019,F1005,이작도·승봉도,작은풀안해수욕장 앞바다,"모래, 펄",17~20,,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶숭어 - 릴찌, 장대, 훌치기 
▶우럭 - 릴찌, 원투",,인천광역시 옹진군,"넙치,노래미,농어,숭어,우럭",0,19
126.2463333,37.1802222209084,S10020,F1005,이작도·승봉도,선착장 앞바다,"모래, 펄",10~17,,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶숭어 - 릴찌, 장대, 훌치기 
▶우럭 - 릴찌, 원투",,인천광역시 옹진군,"넙치,노래미,농어,숭어,우럭",0,20
126.089333299999,37.2036388909084,S10021,F1006,문갑도·선갑도,문갑도 감증탄 부근,가는 모래,14.5~18,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌 
▶우럭 - 릴찌, 원투",,인천광역시 옹진군,"넙치,노래미,농어,우럭",0,21
126.121249999999,37.1867222209084,S10022,F1006,문갑도·선갑도,문갑도 할미취 부근,가는 모래,7.8~10,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌 
▶우럭 - 릴찌, 원투",02_문갑도 할미취 부근.JPG,인천광역시 옹진군,"넙치,노래미,농어,우럭",0,22
126.043694399999,37.0923611109074,S10023,F1006,문갑도·선갑도,선갑도 서측 바다,가는 모래,35~40,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌 
▶우럭 - 릴찌, 원투",,인천광역시 옹진군,"넙치,노래미,농어,우럭",0,23
126.080972199999,37.0587222209072,S10024,F1006,문갑도·선갑도,선갑도 우두암 부근,"펄, 모래",36~39,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투 
▶농어 - 루어, 릴찌 
▶우럭 - 릴찌, 원투",,인천광역시 옹진군,"넙치,노래미,농어,우럭",0,24
125.946138899998,37.064666670906900,S10025,F1007,백아도·굴업도,백아도 오도 부근,펄,6.2~10,"1~3물, 조금 전·후","▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투 
▶우럭 - 릴찌, 원투",,인천광역시 옹진군,"넙치,노래미,농어,붕장어,우럭",0,25
125.968722199999,37.056861110906900,S10026,F1007,백아도·굴업도,백아도 광대도 부근,"모래, 펄",3.8~5.2,"1~3물, 조금 전·후","▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",02_백아도 광대도 부근.JPEG,인천광역시 옹진군,"넙치,노래미,농어,붕장어,우럭",0,26
125.999194399999,37.1988333309083,S10027,F1007,백아도·굴업도,굴업도 동뿌리 앞바다,가는 모래,40~43,"1~3물, 조금 전·후","▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",03_굴업도 동뿌리 앞바다.JPEG,인천광역시 옹진군,"넙치,노래미,농어,붕장어,우럭",0,27
125.980499999999,37.180138890908,S10028,F1007,백아도·굴업도,굴업도 항도 부근,펄,5~6.2,"1~3물, 조금 전·후","▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",,인천광역시 옹진군,"넙치,노래미,농어,붕장어,우럭",0,28
126.5273056,37.12244444090820,S10029,F1010,입파도·국화도,입파도 학산서 부근,"펄, 모래",15~18,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶도다리 - 원투 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",,경기도 화성시,"넙치,노래미,도다리,붕장어,우럭",0,29
126.5227778,37.0929166709079,S10030,F1010,입파도·국화도,입파도 남서측 바다,"펄, 모래",31~34,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶도다리 - 원투 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",,경기도 화성시,"넙치,노래미,도다리,붕장어,우럭",0,30
126.5634444,37.0807222209078,S10031,F1010,입파도·국화도,국화도 북동측 바다,모래,24.5~30,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶도다리 - 원투 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",,경기도 화성시,"넙치,노래미,도다리,붕장어,우럭",0,31
126.5455556,37.0492222209075,S10032,F1010,입파도·국화도,국화도 등표 부근,펄,24~28,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶도다리 - 원투 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",04_국화도 등표 부근.JPEG,경기도 화성시,"넙치,노래미,도다리,붕장어,우럭",0,32
126.4002778,37.1211388909081,S10033,F1011,풍도·난지도,풍도 북동측 바다,"자갈, 조개껍질",25~27,사리 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투 
▶우럭 - 릴찌, 원투",,경기도 안산시,"넙치,노래미,농어,붕장어,우럭",0,33
126.4128611,37.0841944409077,S10034,F1011,풍도·난지도,풍도 남동측 바다,모래,26~28,사리 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",,경기도 안산시,"넙치,노래미,농어,붕장어,우럭",0,34
126.37855560000000,37.0853055609078,S10035,F1011,풍도·난지도,풍도 남서측 바다,모래,18~20,사리 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",,경기도 안산시,"넙치,노래미,농어,붕장어,우럭",0,35
126.4113056,37.0571944409076,S10036,F1011,풍도·난지도,대난지도 철도 부근,모래,12~16,"만조, 간조 전·후","▶넙치 - 루어, 원투 
▶농어 - 루어, 릴찌
▶도다리 - 원투 
▶우럭 - 릴찌, 원투
▶붕장어 - 원투",04_대잔지도 철도 부근.JPEG,경기도 안산시,"넙치,농어,도다리,우럭,붕장어",0,36
126.4495833,37.028222220907300,S10037,F1011,풍도·난지도,소난지도 우모도 부근,모래,23~24,"만조, 간조 전·후","▶넙치 - 루어, 원투 
▶농어 - 루어, 릴찌
▶도다리 - 원투 
▶우럭 - 릴찌, 원투
▶붕장어 - 원투",05_소난지도 우모도 부근.JPEG,경기도 안산시,"넙치,농어,도다리,우럭,붕장어",0,37
126.4298889,37.0282500009072,S10038,F1011,풍도·난지도,소난지도 비경도 부근,모래,25~28,"만조, 간조 전·후","▶넙치 - 루어, 원투 
▶농어 - 루어, 릴찌
▶도다리 - 원투 
▶우럭 - 릴찌, 원투
▶붕장어 - 원투",,경기도 안산시,"넙치,농어,도다리,우럭,붕장어",0,38
126.4218889,36.3904444409013,S10039,F1012,원산도·삽시도,증도 부근,모래,3.8~5.6,들물 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶넙치 - 루어, 원투 
▶농어 - 루어, 릴찌
▶우럭 - 릴찌, 원투 
▶주꾸미 - 루어",,충청남도 보령시,"감성돔,갑오징어,넙치,농어,우럭,주꾸미",0,39
126.3892222,36.3406944409008,S10040,F1012,원산도·삽시도,납작도 부근,"펄, 모래",6.3~8.3,들물 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶넙치 - 루어, 원투 
▶농어 - 루어, 릴찌
▶우럭 - 릴찌, 원투 
▶주꾸미 - 루어",,충청남도 보령시,"감성돔,갑오징어,넙치,농어,우럭,주꾸미",0,40
126.3311389,36.3439722209008,S10041,F1012,원산도·삽시도,면삽지 앞바다,"모래, 조개껍질",5.2~6.1,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶넙치 - 루어, 원투 
▶농어 - 루어, 릴찌
▶우럭 - 릴찌, 원투
▶주꾸미 - 루어",,충청남도 보령시,"감성돔,갑오징어,넙치,농어,우럭,주꾸미",0,41
126.31683330000000,36.361638890901,S10042,F1012,원산도·삽시도,물건서 부근,"모래, 펄",15~19,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶넙치 - 루어, 원투 
▶농어 - 루어, 릴찌
▶우럭 - 릴찌, 원투 
▶주꾸미 - 루어",,충청남도 보령시,"감성돔,갑오징어,넙치,농어,우럭,주꾸미",0,42
126.2502222,36.3132222209004,S10043,F1013,호도·녹도·외연도,명덕도 부근,모래,17~22,초들물,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶넙치 - 루어, 원투 
▶농어 - 루어, 릴찌
▶노래미 - 루어, 릴찌, 장대, 원투 
▶우럭 - 릴찌, 원투",,충청남도 보령시,"감성돔,갑오징어,넙치,농어,노래미,우럭",0,43
126.2794722,36.2658333309001,S10044,F1013,호도·녹도·외연도,석도 부근,모래,6.8~9,초들물,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶넙치 - 루어, 원투 
▶농어 - 루어, 릴찌
▶노래미 - 루어, 릴찌, 장대, 원투
▶우럭 - 릴찌, 원투",02_석도 부근.JPEG,충청남도 보령시,"감성돔,갑오징어,넙치,농어,노래미,우럭",0,44
126.2771111,36.256361110899900,S10045,F1013,호도·녹도·외연도,소화사도 부근,"펄, 모래",11~15,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶넙치 - 루어, 원투 
▶농어 - 루어, 릴찌
▶노래미 - 루어, 릴찌, 장대, 원투 
▶우럭 - 릴찌, 원투",,충청남도 보령시,"감성돔,갑오징어,넙치,농어,노래미,우럭",0,45
126.24733330000000,36.2717777809,S10046,F1013,호도·녹도·외연도,모도 부근,모래,13.7~16,초들물,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶넙치 - 루어, 원투 
▶농어 - 루어, 릴찌
▶노래미 - 루어, 릴찌, 장대, 원투 
▶우럭 - 릴찌, 원투",,충청남도 보령시,"감성돔,갑오징어,넙치,농어,노래미,우럭",0,46
126.064555599999,36.2316111108994,S10047,F1013,호도·녹도·외연도,흑서 부근,펄,14~16,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",,충청남도 보령시,"감성돔,갑오징어,넙치,노래미,농어,우럭,참돔",0,47
126.087222199999,36.20208333089920,S10048,F1013,호도·녹도·외연도,초망서 부근,"펄, 조개껍질",21.5~27.5,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶넙치 - 루어, 원투
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",,충청남도 보령시,"감성돔,갑오징어,넙치,노래미,농어,우럭,참돔",0,48
125.972972199999,36.13222222089820,S10049,F1014,어청도·연도,어청도 등대 북쪽 부근,펄,44~50,"들물, 날물","▶농어 - 루어, 릴찌 
▶노래미 - 장대, 루어, 릴찌, 원투
▶돌돔 - 릴찌, 장대, 원투 
▶우럭 - 릴찌, 원투",,전라북도 군산시,"농어,노래미,돌돔,우럭",0,49
126.001666699999,36.12100000089810,S10050,F1014,어청도·연도,어청도 한우담 앞바다,모래,41~47,"들물, 날물","▶농어 - 루어, 릴찌 
▶노래미 - 루어, 릴찌, 장대, 원투
▶돌돔 - 릴찌, 장대, 원투 
▶우럭 - 릴찌, 원투",,전라북도 군산시,"농어,노래미,돌돔,우럭",0,50
125.994722199999,36.105833330898,S10051,F1014,어청도·연도,어청도 가진서 부근,모래,22~30,"들물, 날물","▶넙치 - 루어, 원투 
▶농어 - 루어, 릴찌
▶돌돔 - 릴찌, 장대, 원투 
▶방어 - 부력, 잠수, 지깅",03_어청도 가진서 부근.JPEG,전라북도 군산시,"넙치,농어,돌돔,방어",0,51
126.4265556,36.0905277808984,S10052,F1014,어청도·연도,연도 북서쪽 부근,모래,10~14,"들물, 날물","▶감성돔 - 릴찌, 장대, 원투 
▶넙치 - 루어, 원투
▶농어 - 루어, 릴찌 
▶보구치 - 원투
▶우럭 - 릴찌, 원투 
▶장대 - 루어, 릴찌",,전라북도 군산시,"감성돔,넙치,농어,보구치,우럭,장대",0,52
126.217583299999,36.002277780897300,S10053,F1015,십이동파도·비안도,십이동파도 북도 북서측 바다,"펄, 모래",51~53,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",,전라북도 군산시,"감성돔,갑오징어,넙치,노래미,농어,우럭,참돔",0,53
126.227916699999,35.9788333308971,S10054,F1015,십이동파도·비안도,십이동파도 소금도 남서측 바다,"펄, 조개껍질",27~29.3,들물 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶갑오징어 - 에깅
▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",,전라북도 군산시,"감성돔,갑오징어,넙치,노래미,농어,우럭,참돔",0,54
126.4658611,35.7450277808949,S10055,F1015,십이동파도·비안도,비안도 두리도 부근,가는 모래,4.3~5.1,들물 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",,전라북도 군산시,"넙치,노래미,농어,붕장어,우럭",0,55
126.45730560000000,35.728194440894700,S10056,F1015,십이동파도·비안도,비안도 치두도 부근,"모래, 펄",8.3~9.2,들물 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶우럭 - 릴찌, 원투",,전라북도 군산시,"넙치,노래미,농어,붕장어,우럭",0,56
126.3025278,35.8581944408959,S10057,F1016,말도·방축도,말도 서쪽 바다,"모래, 조개껍질",8.6~30,"들물, 썰물 전·후","▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶도다리 - 원투 
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",,전라북도 군산시,"넙치,노래미,도다리,우럭,참돔",0,57
126.31605560000000,35.862750000896,S10058,F1016,말도·방축도,말도 등대 앞바다,"모래, 조개껍질",26~30.5,"들물, 썰물 전·후","▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶도다리 - 원투 
▶우럭 - 릴찌, 원투",,전라북도 군산시,"넙치,노래미,농어,도다리,우럭",0,58
126.32825,35.8557222208959,S10059,F1016,말도·방축도,말도와 보농도 사이 바다,"모래, 조개껍질",7~10,"들물, 썰물 전·후","▶감성돔 - 릴찌, 장대, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶넙치 - 루어, 원투 
▶도다리 - 원투 
▶우럭 - 릴찌, 원투",03_말도와 보농도 사이 바다.JPEG,전라북도 군산시,"감성돔,노래미,넙치,도다리,우럭",0,59
126.3460833,35.860555560896,S10060,F1016,말도·방축도,솔푼서 부근,바위,15.2~18,"들물, 썰물 전·후","▶감성돔 - 릴찌, 장대, 원투 
▶도다리 - 원투
▶노래미 - 루어, 릴찌, 장대, 원투
▶우럭 - 릴찌, 원투",,전라북도 군산시,"감성돔,도다리,노래미,우럭",0,60
126.3903889,35.855194440896,S10061,F1016,말도·방축도,방축도 동쪽 바다,펄,33~37,중들물~만조시,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶도다리 - 원투
▶우럭 - 릴찌, 원투",,전라북도 군산시,"넙치,노래미,농어,도다리,우럭",0,61
126.37716670000000,35.8279722208956,S10062,F1016,말도·방축도,흑도와 골서 부근,"자갈, 조개껍질",12~15,중들물~만조시,"▶감성돔 - 릴찌, 장대, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶넙치 - 루어, 원투 
▶도다리 - 원투 
▶우럭 - 릴찌, 원투",06_흑도와 골서 부근.JPEG,전라북도 군산시,"감성돔,노래미,넙치,도다리,우럭",0,62
126.3836944,35.8110000008955,S10063,F1017,선유도·무녀도·장자도·신시도,1. 증서 부근,가는 모래,13.6~15,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶양태 - 루어, 릴찌
▶붕장어 - 원투 
▶우럭 - 릴찌, 원투",,전라북도 군산시,"넙치,노래미,농어,양태,붕장어,우럭",0,63
126.39558330000000,35.8272777808956,S10064,F1017,선유도·무녀도·장자도·신시도,2. 광서 부근,"자갈, 조개껍질",6~8,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶삼치 - 루어, 릴찌 
▶우럭 - 릴찌, 원투 
▶양태 - 루어, 릴찌",,전라북도 군산시,"넙치,노래미,농어,붕장어,삼치,우럭,양태",0,64
126.44,35.834527780895700,S10065,F1017,선유도·무녀도·장자도·신시도,3. 도토머리도 부근,"모래, 펄",13~15,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶삼치 - 루어, 릴찌 
▶우럭 - 릴찌, 원투 
▶양태 - 루어, 릴찌",03_도토머리도 부근.JPEG,전라북도 군산시,"넙치,노래미,농어,붕장어,삼치,우럭,양태",0,65
126.4436389,35.797166670895300,S10066,F1017,선유도·무녀도·장자도·신시도,"만서, 만자서 부근","모래, 펄",9~12,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶삼치 - 루어, 릴찌 
▶우럭 - 릴찌, 원투 
▶양태 - 루어, 릴찌",,전라북도 군산시,"넙치,노래미,농어,붕장어,삼치,우럭,양태",0,66
126.4521111,35.788083330895200,S10067,F1017,선유도·무녀도·장자도·신시도,"만서, 만자서 앞바다","모래, 펄",18~21,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶삼치 - 루어, 릴찌 
▶우럭 - 릴찌, 원투 
▶양태 - 루어, 릴찌",,전라북도 군산시,"넙치,노래미,농어,붕장어,삼치,우럭,양태",0,67
126.4004167,35.7924722208953,S10068,F1017,선유도·무녀도·장자도·신시도,장구도 앞바다,가는 모래,8~12,조금 전·후,"▶넙치 - 루어, 원투 
▶노래미 - 루어, 릴찌, 장대, 원투
▶농어 - 루어, 릴찌 
▶붕장어 - 원투
▶삼치 - 루어, 릴찌 
▶우럭 - 릴찌, 원투 
▶양태 - 루어, 릴찌",,전라북도 군산시,"넙치,노래미,농어,붕장어,삼치,우럭,양태",0,68
126.101166699999,35.6378888908934,S10069,F1018,왕등도·위도,하왕등도 서쪽 바다,펄,28~34,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶넙치 - 루어, 원투
▶농어 - 루어, 릴찌 
▶돌돔 - 릴찌, 장대, 원투
▶붕장어 - 원투 
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",,전라북도 부안군,"감성돔,넙치,농어,돌돔,붕장어,우럭,참돔",0,69
126.118861099999,35.6613055608937,S10070,F1018,왕등도·위도,상왕등도 대구섬 부근,"가는 모래, 펄",17~23,조금 전·후,"▶감성돔 - 릴찌, 장대, 원투 
▶넙치 - 루어, 원투
▶농어 - 루어, 릴찌 
▶돌돔 - 릴찌, 장대, 원투
▶붕장어 - 원투 
▶우럭 - 릴찌, 원투 
▶참돔 - 부력, 잠수",02_상왕등도 대구섬 부근.JPEG,전라북도 부안군,"감성돔,넙치,농어,돌돔,붕장어,우럭,참돔",0,70
